Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af øvrige maskiner til specielle formål i.a.n.,Fremstilling af løfte- og håndteringsudstyr,Fremstilling af andre maskiner til generelle formål i.a.n.,"Fremstilling af motorer og turbiner, undtagen motorer til flyvemaskiner, motorkøretøjer og knallerter","Fremstilling af klimaanlæg, ikke til husholdningsbrug","Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien",Fremstilling af hydraulisk udstyr,Fremstilling af maskiner til råstofindvindingsindustrien samt bygge- og anlæg,Fremstilling af maskiner til produktion af plast og gummi,Fremstilling af metalforarbejdende maskiner og maskinværktøj til bearbejdning af metal,Fremstilling af landbrugs- og skovbrugsmaskiner,Fremstilling af motordrevet håndværktøj,Fremstilling af andet maskinværktøj,"Fremstilling af maskiner til produktion af tekstiler, beklædningsartikler og læder","Fremstilling af ovne, ildsteder og fyringsaggregater til boligopvarmning",Fremstilling af andre haner og ventiler,"Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer",Fremstilling af andre pumper og kompressorer,Fremstilling af maskiner til additiv fremstilling,Fremstilling af maskiner til produktion af papir og pap,"Fremstilling af kontormaskiner og -udstyr, undtagen computere og ydre enheder",Fremstilling af maskiner til metallurgi
JA WATERTECHNIC A/S,"Hellet 37, 5700 Svendborg",Svendborg,01.10.2002,Ikke oplyst,Ikke oplyst,Aktieselskab,26825946,500.0,102000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TWINCA A/S,"Nr Bjertvej 14, 7830 Vinderup",Holstebro,22.12.2000,3.0,Mikro,Aktieselskab,25804929,667.0,4942000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Consult Service ApS,"Fjordvang 3, 4300 Holbæk",Holbæk,04.11.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37227366,50.0,308000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarto Robotics ApS,"Sjællandsvej 19, 9500 Hobro",Mariagerfjord,07.09.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41663162,40.0,-8000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAM EQUIPMENT A/S,"Nordager 6, 6000 Kolding",Kolding,01.11.1998,380.0,Stor,Aktieselskab,21274208,30.0,246005000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solid Wind Power International A/S,"Stålvej 8, 6900 Skjern",Ringkøbing-Skjern,08.12.2016,Ikke oplyst,Ikke oplyst,Aktieselskab,38242342,500.0,-11000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELMOPRINT ApS MASKINFABRIK,"Tåstruphøj 56, 4300 Holbæk",Holbæk,01.06.1990,16.0,Lille,Anpartsselskab,14445676,200.0,16663000.0,DKK,2024.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stoneless ApS,"Søgade 26 kl, 8600 Silkeborg",Silkeborg,24.06.2019,2.0,Mikro,Anpartsselskab,40613218,40.0,992000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F. Hansens Maskinfabrik ApS,"Keldernæsvej 15, 4952 Stokkemarke",Lolland,12.04.2017,3.0,Mikro,Anpartsselskab,38568094,50.0,1500000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUSAT ApS,"Gårdagervej 1, 4200 Slagelse",Slagelse,03.01.2011,12.0,Lille,Anpartsselskab,33381476,80.0,9206000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2X ApS,"Nørre Alle 1, 5500 Middelfart",Middelfart,17.05.2021,2.0,Mikro,Anpartsselskab,42402931,42.0,179000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EME ETIKETTERINGSMASKINER ApS,"Frydensbergvej 17-19, 3660 Stenløse",Egedal,28.06.1984,17.0,Lille,Anpartsselskab,75859619,280.0,18414000.0,DKK,2024.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPART ApS,"Frankrigsvej 1, 8450 Hammel",Favrskov,29.01.2014,3.0,Mikro,Anpartsselskab,32308473,7.331,30256000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SingleBuggy ApS,"Holstebrovej 5 D, 9220 Aalborg Øst",Aalborg,01.12.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39135019,40.0,16000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rossi Horsens ApS,"Bjerregade 38 1 tv, 8700 Horsens",Horsens,02.12.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43693247,40.0,0.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEST-FIBER ApS,"Odderskærvej 5, 6900 Skjern",Ringkøbing-Skjern,17.06.2002,5.0,Mikro,Anpartsselskab,26676568,125.0,35506000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYSTEM CLEANERS A/S,"Halkjærvej 17, 9200 Aalborg SV",Aalborg,02.07.1990,48.0,Lille,Aktieselskab,14322302,1.1,52860000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Øens Køle- & Klimateknik ApS,"Brusbjergvej 2, 5683 Haarby",Assens,10.04.2018,5.0,Mikro,Anpartsselskab,39473445,51.0,3244000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FutureCool A/S,"Bakken 3, 7120 Vejle Øst",Vejle,06.06.1990,6.0,Mikro,Aktieselskab,14204202,500.0,2924000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. CHRISTENSENS MASKINFABRIK EFTF. ApS,"Linåvej 9 F, 8600 Silkeborg",Silkeborg,26.09.2006,9.0,Mikro,Anpartsselskab,29922039,125.0,6183000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PTI A/S,"Vennelystvej 2, 6880 Tarm",Ringkøbing-Skjern,19.01.1996,25.0,Lille,Aktieselskab,19051277,1.0,17028000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quartz Mill ApS,"Schandorphsvej 44, 4100 Ringsted",Ringsted,11.02.2021,5.0,Mikro,Anpartsselskab,42117188,49.0,810000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varimixer A/S,"Elementfabrikken 9, 2605 Brøndby",Brøndby,26.08.1983,42.0,Lille,Aktieselskab,73314410,10.0,40256000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKG Maskinservice ApS,"Hårlevvejen 14, 4652 Hårlev",Stevns,17.06.2013,1.0,Mikro,Anpartsselskab,35377824,80.0,687000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYMETAL A/S,"Gaabensevej 117, 4800 Nykøbing F",Guldborgsund,28.12.1981,39.0,Lille,Aktieselskab,70191814,1.204,28251000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thomas Hove ApS,"Hvidsværmervej 143, 2610 Rødovre",Rødovre,09.11.2015,1.0,Mikro,Anpartsselskab,37217492,40.0,-16000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FH SCANDINOX A/S,"Kærhusvej 4, 6880 Tarm",Ringkøbing-Skjern,07.02.1991,37.0,Lille,Aktieselskab,14919287,500.0,33395000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPECIAL TEKNIK. ØLSTYKKE A/S,"Tinghøjvej 3, 3650 Ølstykke",Egedal,13.12.1985,10.0,Lille,Aktieselskab,55748128,500.0,3716000.0,DKK,2024.0,1,1,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Superfoss ApS,"Egebæksvej 42 B, 7000 Fredericia",Fredericia,01.07.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36947810,50.0,41000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makeen Gas Solutions A/S,"Alsvej 21, 8940 Randers SV",Randers,31.10.2000,90.0,Mellemstor,Aktieselskab,25690869,15.0,82486000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANILIFT A/S,"Søndergården 34, 9640 Farsø",Vesthimmerland,01.01.1994,45.0,Lille,Aktieselskab,17611542,2.5,20632000.0,DKK,2024.0,1,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tesla Helios ApS,"Onsgårds Tværvej 6 kl, 2900 Hellerup",Gentofte,01.12.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43690868,40.0,0.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEDREX A/S,"Knud Højgaards Vej 9, 2860 Søborg",Gladsaxe,01.01.1991,1.0,Mikro,Aktieselskab,15067985,500.0,6530000.0,DKK,2024.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S.E. INTERNATIONAL ApS,"Stenkærvej 2, 8752 Østbirk",Horsens,17.08.2006,3.0,Mikro,Anpartsselskab,29778876,150.0,1816000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2M Carnitech ApS,"Charles Lindberghs Vej 8, 9430 Vadum",Aalborg,02.09.2019,18.0,Lille,Anpartsselskab,40752102,200.0,7886000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVAR HAAHR A/S,"Storkevej 2, 6621 Gesten",Vejen,25.05.1990,3.0,Mikro,Aktieselskab,14207902,501.0,1590000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URSKOU A/S,"Hedemarken 25, 7200 Grindsted",Billund,31.12.2010,5.0,Mikro,Aktieselskab,33384777,500.0,4190000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LJ MONTAGE A/S,"Søndergårdsvej 5, 8660 Skanderborg",Skanderborg,21.06.2002,16.0,Lille,Aktieselskab,26704421,500.0,8505000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energy Cool ApS,"Prins Georgs Kvarter 13, 7000 Fredericia",Fredericia,15.07.2010,19.0,Lille,Anpartsselskab,33067135,796.0,8428000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bühler Denmark A/S,"Tonsbakken 14 A, 2740 Skovlunde",Ballerup,01.01.1990,193.0,Mellemstor,Aktieselskab,13882037,5.0,120612000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK Solution ApS,"Ryetvej 43 st th, 3500 Værløse",Furesø,27.02.2020,4.0,Mikro,Anpartsselskab,41200731,40.0,2191000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEMIC VANDRENS A/S,"Ryttervangen 24, 7323 Give",Vejle,17.10.2005,21.0,Lille,Aktieselskab,29146233,1.0,8145000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJNAR A. WILSON A/S,"Øster Kringelvej 13, 8250 Egå",Århus,08.09.1975,12.0,Lille,Aktieselskab,44156318,500.0,9777000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAGAARD A/S,"Smedevænget 14, 9560 Hadsund",Mariagerfjord,09.11.1998,30.0,Lille,Aktieselskab,21281875,5.0,24611000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULTRAAQUA A/S,"Kaolinvej 4, 9220 Aalborg Øst",Aalborg,09.12.1999,68.0,Mellemstor,Aktieselskab,25086317,500.0,43574000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One2Automation ApS,"Vinkelvej 251, 8800 Viborg",Viborg,13.07.2015,2.0,Mikro,Anpartsselskab,36962984,50.0,377000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotic Ultrasound ApS,"Langballevej 166, 8320 Mårslet",Århus,03.12.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37273171,100.0,-1000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEEDS A/S,"Grønnemosevej 5, 5700 Svendborg",Svendborg,04.08.2000,2.0,Mikro,Aktieselskab,25543467,500.0,1627000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEA PROCESS ENGINEERING A/S,"Gladsaxevej 305, 2860 Søborg",Gladsaxe,10.11.1933,665.0,Stor,Aktieselskab,10050715,100.0,660301000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JYSK SMEDETEKNIK A/S,"Delingen 8, 8881 Thorsø",Favrskov,05.04.2013,5.0,Mikro,Aktieselskab,35210717,500.0,2986000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vohnsen Handel ApS,"Nørre Snedevej 147, 7160 Tørring",Hedensted,15.12.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42909122,40.0,3000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORUM A/S,"Højvangsvej 10, 8370 Hadsten",Favrskov,05.02.1996,48.0,Lille,Aktieselskab,19085694,800.0,23337000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANKØLING A/S,"Islevdalvej 41, 2610 Rødovre",Rødovre,22.03.2001,7.0,Mikro,Aktieselskab,25965000,501.0,4072000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POUL JOHANSEN MASKINER A/S,"Øvangsvej 1, 4540 Fårevejle",Odsherred,25.08.1972,150.0,Mellemstor,Aktieselskab,41470119,550.0,167796000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK STÅLMONTAGE A/S,"Tolderlundsvej 106, 5000 Odense C",Odense,15.09.1999,33.0,Lille,Aktieselskab,24237281,600.0,17597000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Food International ApS,"Nedergårdsvej 32, 8723 Løsning",Hedensted,07.07.2016,1.0,Mikro,Anpartsselskab,37862819,50.0,407000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASKINFABRIKKEN APOLLO A/S,"Industrivej 2, 7330 Brande",Ikast-Brande,09.04.1996,9.0,Mikro,Aktieselskab,19213684,700.0,4378000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRON PUMP A/S,"Generatorvej 10, 2860 Søborg",Gladsaxe,26.08.1955,95.0,Mellemstor,Aktieselskab,62749318,5.5,69222000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Skals Machinery A/S,"Pottemagervej 14, 7100 Vejle",Vejle,03.01.1940,34.0,Lille,Aktieselskab,17218018,1.5,23790000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BOLETO ApS, DANMARK","Hjarupgårdsvej 6, 6580 Vamdrup",Kolding,15.01.2002,2.0,Mikro,Anpartsselskab,26426332,125.0,1533000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ventus Wind Services ApS,"Vesterballevej 27, 7000 Fredericia",Fredericia,26.02.2019,1.0,Mikro,Anpartsselskab,40290281,400.0,1030000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POVL MØLLERS MASKINFABRIK A/S,"Kimmerslevvej 3, 4140 Borup",Køge,23.03.1956,13.0,Lille,Aktieselskab,52043018,2.0,6399000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KiteX ApS,"Maskinvej 5, 2860 Søborg",Gladsaxe,22.09.2016,5.0,Mikro,Anpartsselskab,38029126,73.0,477000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELTRONIC FUELTECH A/S,"Kilde Alle 4, 8722 Hedensted",Hedensted,23.10.2018,138.0,Mellemstor,Aktieselskab,39967413,568.0,112797000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDFAB EUROPE A/S,"Industrivej 13, 9550 Mariager",Mariagerfjord,15.04.1993,35.0,Lille,Aktieselskab,17011405,1.0,17185000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAMIDAN A/S,"Industrivej 69, 6740 Bramming",Esbjerg,27.06.1977,135.0,Mellemstor,Aktieselskab,82116117,500.0,103380000.0,DKK,2024.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM WIND POWER A/S,"Jupitervej 6, 6000 Kolding",Kolding,30.10.1985,118.0,Mellemstor,Aktieselskab,76490511,10.0,-1352401000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Begatek ApS,"Ravelsvej 41, 7500 Holstebro",Holstebro,15.06.2006,2.0,Mikro,Anpartsselskab,29620555,125.0,1005000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIFTUP A/S,"Hagensvej 21, 9530 Støvring",Rebild,15.12.2003,59.0,Mellemstor,Aktieselskab,10153964,999.0,25851000.0,DKK,2023.0,0,0,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VACUM SOL MONTAGE ApS,"Nyhøjsvej 1, 2630 Taastrup",Høje-Taastrup,13.09.2006,Ikke oplyst,Ikke oplyst,Anpartsselskab,29914095,188.0,0.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETEC MILJØ ApS,"Fjordagervej 38, 6100 Haderslev",Haderslev,23.01.2001,31.0,Lille,Anpartsselskab,25862422,125.0,18895000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANSTHOLM MØLLEN ELECTRIC ApS,"Tværvej 22, 6880 Tarm",Ringkøbing-Skjern,01.10.1988,1.0,Mikro,Anpartsselskab,12645635,300.0,508000.0,DKK,2024.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.A. HOLDING STØVRING ApS,"Mercurvej 15, 9530 Støvring",Rebild,18.06.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,32339700,80.0,289000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
